id,title,genres,subscription_price,release_date,country
5101,User-centric methodical customer loyalty,Thriller|Action|Horror,$8.85,2018-02-05,JP
5102,Integrated optimal Internet solution,Sci-Fi,$14.58,2009-03-06,ES
5103,Implemented 24hour frame,Sci-Fi|Horror|Action,$6.54,2010-04-03,US
5104,Triple-buffered impactful framework,Thriller|Drama|Comedy,$18.56,1996-04-07,UK
5105,Adaptive exuding info-mediaries,Action|Thriller,$6.97,1993-11-10,DE
5106,Multi-tiered asymmetric product,Sci-Fi,null,1992-11-16,UK
5107,Versatile actuating secured line,Sci-Fi|Comedy,$11.13,1986-10-16,UK
5108,Expanded tangible pricing structure,Sci-Fi|Action|Horror,$13.73,2009-03-26,US
5109,Sharable fault-tolerant forecast,Sci-Fi|Drama,$9.49,2013-12-01,UK
5110,Expanded transitional workforce,Drama,$19.35,invalid-date,US
5111,Business-focused non-volatile function,Sci-Fi,$11.18,1995-07-24,JP
5112,Grass-roots clear-thinking groupware,Horror,$14.66,2022-02-28,FR
5113,Quality-focused mobile focus group,Sci-Fi|Drama,$10.66,invalid-date,DE
5114,Stand-alone optimizing flexibility,Sci-Fi|Comedy|Horror,$19.9,1984-08-27,UK
5115,Programmable even-keeled encryption,Romance|Thriller|Action,$11.1,1986-02-23,US
5116,Exclusive cohesive focus group,Sci-Fi|Horror|Action,$19.93,1989-07-20,FR
5117,Stand-alone clear-thinking archive,Drama|Romance|Action,$16.49,2006-07-05,UK
5118,Self-enabling zero-defect leverage,Thriller|Horror|Comedy,$10.79,2011-10-16,UK
5119,User-friendly high-level methodology,Horror,$16.96,1999-12-01,US
5120,Face-to-face transitional array,Horror,$13.32,2017-07-24,US
5121,Balanced 24hour capability,Comedy,$19.75,1991-07-23,FR
5122,Reduced radical info-mediaries,Thriller|Sci-Fi,$8.5,1980-06-28,JP
5123,Polarized interactive task-force,Horror,$8.34,1987-11-17,DE
5124,Object-based intangible functionalities,Action,$7.18,2009-09-08,ES
5125,Multi-tiered contextually-based projection,Romance,$17.08,2003-12-14,JP
5126,Cross-platform bi-directional leverage,,$5.09,2009-04-29,ES
5127,Advanced didactic functionalities,Romance,$12.38,1999-12-23,UK
5128,Reduced global conglomeration,Romance|Horror,$12.02,1985-11-02,DE
5129,Upgradable logistical collaboration,Romance,$13.18,1998-05-13,FR
5130,Future-proofed motivating project,Horror,$15.1,2001-06-26,UK
5131,Profound zero administration support,Drama|Comedy|Action,$12.89,1991-12-30,US
5132,Advanced analyzing approach,Romance,$12.71,2011-10-30,UK
5133,Re-contextualized multi-state circuit,Drama,$19.28,1997-10-30,FR
5134,Public-key bi-directional moderator,Romance,$8.88,1994-11-01,FR
5135,Optional zero tolerance infrastructure,Comedy|Action|Sci-Fi,$8.58,2023-08-06,US
5136,Phased systemic matrix,Drama,$13.3,1986-12-21,DE
5137,Proactive multimedia productivity,Romance,$8.33,1995-05-03,DE
5138,Innovative full-range middleware,Thriller|Horror|Sci-Fi,$8.38,1987-08-03,FR
5139,User-centric coherent synergy,Horror|Action|Drama,$10.91,2011-10-08,FR
5140,Vision-oriented 5thgeneration system engine,Drama|Sci-Fi|Horror,$12.79,1995-05-18,JP
5141,Streamlined holistic project,Horror,$5.75,1986-11-20,FR
5142,Extended reciprocal structure,,$17.53,invalid-date,FR
5143,Extended heuristic hardware,Drama,$11.4,2002-07-29,US
5144,Optimized asynchronous projection,Comedy,$5.96,1997-12-13,FR
5145,Intuitive value-added implementation,Horror|Action|Drama,$6.39,1999-08-08,UK
5146,Re-engineered zero-defect support,Comedy|Thriller|Drama,$17.71,1981-03-05,FR
5147,Secured incremental attitude,Action|Drama,$10.83,1996-03-14,ES
5148,Universal secondary capacity,Romance,$6.35,2016-03-24,JP
5149,Fully-configurable mobile open system,Thriller|Action,$16.15,1982-03-18,JP
5150,Ameliorated leadingedge leverage,Sci-Fi|Comedy,$15.47,2018-09-08,US
5151,Virtual dynamic open architecture,Romance|Thriller|Horror,null,2009-10-06,JP
5152,Up-sized holistic utilization,Drama|Thriller,$7.05,2011-10-22,FR
5153,Decentralized user-facing knowledgebase,Sci-Fi|Thriller,$9.46,2017-04-08,ES
5154,Re-engineered static implementation,Drama|Sci-Fi|Horror,$17.8,1980-11-02,DE
5155,Polarized mission-critical Local Area Network,Thriller|Drama|Sci-Fi,$19.96,2004-03-25,DE
5156,Implemented bifurcated groupware,Horror,$5.43,2009-06-21,UK
5157,Optimized regional Graphical User Interface,Sci-Fi|Romance|Horror,$5.15,2009-08-30,DE
5158,Operative human-resource database,Horror|Action,null,2001-04-23,ES
5159,Optimized impactful pricing structure,Action|Sci-Fi,$10.88,1988-03-21,JP
5160,Inverse multi-state customer loyalty,Comedy|Thriller,$16.57,2016-01-25,JP
5161,Open-source system-worthy hierarchy,Drama,$6.14,1994-09-22,UK
5162,Multi-lateral optimizing interface,Romance,$18.6,1984-08-01,UK
5163,Triple-buffered tangible flexibility,Horror|Sci-Fi,$6.08,2007-05-27,US
5164,Synergized local workforce,Horror,$13.47,1995-06-27,FR
5165,Synergistic fault-tolerant website,Drama|Comedy,$16.69,2002-07-20,UK
5166,Persistent disintermediate throughput,Comedy|Horror,null,invalid-date,DE
5167,Reactive even-keeled ability,Comedy|Romance,$9.21,2016-09-13,ES
5168,Phased exuding focus group,Action|Drama|Thriller,$19.97,1997-03-18,DE
5169,Multi-channeled coherent circuit,Sci-Fi,$9.66,1992-09-25,DE
5170,Advanced 5thgeneration Local Area Network,Comedy|Drama|Thriller,$10.26,1984-11-01,DE
5171,Total static installation,Horror,$11.82,1997-12-10,DE
5172,Ameliorated static architecture,Sci-Fi,$7.0,1991-06-28,ES
5173,Distributed modular groupware,Drama|Comedy,$8.25,1993-11-15,ES
5174,Fundamental 4thgeneration matrix,Romance,$6.48,2002-07-06,DE
5175,Balanced dedicated solution,Drama|Thriller|Action,$15.0,2023-08-08,US
5176,Inverse static service-desk,Horror,$15.57,2022-05-09,FR
5177,Synchronized scalable data-warehouse,Drama|Romance,$13.18,2012-01-23,US
5178,Team-oriented empowering capability,Romance,$9.84,2011-08-24,JP
5179,Synchronized intermediate model,Horror|Drama|Sci-Fi,$8.5,1982-03-28,FR
5180,Stand-alone grid-enabled structure,Horror|Romance,$17.42,1993-02-26,ES
5181,Balanced optimal knowledge user,Action|Romance|Thriller,$8.97,2001-04-15,JP
5182,Exclusive bi-directional task-force,Drama|Action|Romance,$17.23,2003-11-17,UK
5183,Versatile uniform benchmark,Romance|Action,$11.48,2005-04-08,US
5184,Synchronized local structure,Romance,$18.34,2003-11-24,ES
5185,Synergized background service-desk,Romance|Action,$16.79,2015-10-01,DE
5186,Managed web-enabled strategy,,$19.02,2017-12-31,FR
5187,Proactive encompassing orchestration,Drama,$13.94,invalid-date,UK
5188,Public-key analyzing system engine,Thriller,$18.84,1996-07-11,ES
5189,Re-engineered responsive groupware,Sci-Fi,$11.26,2001-05-03,US
5190,Versatile user-facing help-desk,Sci-Fi|Romance,$5.75,2003-08-14,ES
5191,Down-sized transitional matrix,Comedy|Horror|Action,$17.7,2022-07-23,JP
5192,Exclusive tangible capability,Romance|Thriller|Sci-Fi,$14.74,1980-01-31,US
5193,Digitized dynamic moratorium,Horror|Action|Drama,$18.79,1982-10-20,JP
5194,Virtual methodical Graphic Interface,Action,$8.42,1997-03-26,DE
5195,Optional content-based array,Sci-Fi|Horror|Comedy,$6.12,1992-01-07,UK
5196,Right-sized asynchronous architecture,Horror|Drama|Romance,$14.89,2018-06-29,ES
5197,User-friendly clear-thinking synergy,Romance|Thriller|Comedy,$14.42,1981-03-04,DE
5198,Stand-alone 5thgeneration framework,Horror|Sci-Fi|Action,$17.42,2023-06-18,ES
5199,Team-oriented methodical forecast,Romance|Sci-Fi|Drama,$12.49,2012-12-01,DE
5200,Optional methodical knowledgebase,Horror|Action,$10.61,2014-09-10,DE
5201,Ameliorated composite architecture,Action|Thriller|Horror,$19.62,1992-06-09,US
5202,Devolved systematic middleware,Sci-Fi|Thriller,$6.0,1980-05-05,DE
5203,User-centric motivating Graphic Interface,Romance|Drama|Thriller,$15.54,2019-11-23,ES
5204,Organic full-range function,Thriller,$17.76,1998-08-06,UK
5205,Polarized methodical open system,Drama|Comedy,$8.54,2014-01-29,DE
5206,Re-contextualized next generation benchmark,Action,$14.45,1992-12-21,ES
5207,Programmable local middleware,Horror|Thriller,$10.07,1984-01-06,ES
5208,Multi-channeled mobile superstructure,Action|Horror|Drama,$5.18,2007-09-04,US
5209,Configurable global policy,,$12.16,invalid-date,DE
5210,Realigned fresh-thinking Local Area Network,,$17.89,2002-12-09,DE
5211,Open-source stable extranet,Sci-Fi,$9.14,2001-01-22,ES
5212,Advanced bandwidth-monitored orchestration,Sci-Fi|Romance,$13.37,1985-11-03,FR
5213,Diverse client-server project,Horror|Thriller|Sci-Fi,$12.31,1993-08-24,US
5214,Proactive transitional standardization,Sci-Fi|Comedy,$13.18,1994-01-28,FR
5215,Digitized didactic secured line,Action|Drama|Horror,$7.98,2019-09-10,FR
5216,Object-based multi-tasking installation,Sci-Fi,$7.21,invalid-date,DE
5217,Focused bottom-line parallelism,Horror|Drama,$8.3,1989-12-28,US
5218,Grass-roots 5thgeneration hardware,Sci-Fi,$12.44,1996-05-25,UK
5219,Multi-tiered eco-centric neural-net,Drama,$10.74,1987-10-13,JP
5220,Virtual systematic solution,Horror|Sci-Fi,$12.65,2001-03-11,DE
5221,Re-engineered static framework,Sci-Fi|Action|Drama,$16.53,1982-04-23,US
5222,Upgradable bandwidth-monitored standardization,Comedy,$16.7,2019-01-06,ES
5223,Synergistic dedicated system engine,Action|Horror,$12.95,1995-06-26,DE
5224,Organic reciprocal matrix,,$13.16,2017-08-09,UK
5225,Multi-layered next generation implementation,Drama|Horror,$12.54,2003-03-10,FR
5226,Enterprise-wide didactic frame,Action|Comedy|Thriller,$11.61,2005-04-26,US
5227,Decentralized bifurcated challenge,Sci-Fi|Drama|Romance,$16.54,1986-07-03,UK
5228,Proactive bandwidth-monitored instruction set,Comedy|Thriller,$17.98,2021-02-13,FR
5229,Cross-group 6thgeneration moderator,Horror|Thriller,$18.89,2004-01-11,DE
5230,Self-enabling executive alliance,Action|Thriller,$9.24,2011-10-06,UK
5231,Ameliorated radical approach,Horror,$14.52,2000-12-09,UK
5232,Secured foreground protocol,Thriller|Sci-Fi|Romance,$13.37,1983-08-16,US
5233,Future-proofed secondary secured line,Drama|Horror,$5.04,invalid-date,DE
5234,Object-based directional circuit,Romance,$13.47,1996-02-11,ES
5235,Vision-oriented bifurcated alliance,Action|Drama|Horror,$12.07,1997-05-04,FR
5236,Organized real-time matrices,Horror|Romance,$7.47,2005-12-31,ES
5237,Fundamental clear-thinking extranet,Drama,$12.29,1984-01-06,UK
5238,Ergonomic empowering leverage,Sci-Fi|Horror,$12.61,1997-06-10,UK
5239,Optimized composite infrastructure,Romance,$12.3,1982-04-14,JP
5240,Team-oriented 4thgeneration protocol,Action|Thriller|Horror,$19.55,invalid-date,FR
5241,Pre-emptive intangible core,Horror|Drama|Romance,$5.07,2000-05-25,ES
5242,Progressive client-server artificial intelligence,Romance|Thriller|Comedy,$14.17,1991-02-03,FR
5243,Customer-focused methodical application,Horror,null,2023-03-02,DE
5244,Polarized grid-enabled service-desk,Action|Comedy|Drama,$14.91,2009-02-19,DE
5245,Fully-configurable regional collaboration,Comedy|Horror,$9.32,1980-07-20,FR
5246,Realigned stable circuit,Drama|Thriller,$6.89,2017-04-02,ES
5247,Realigned incremental infrastructure,Romance|Comedy,$16.97,2000-01-01,US
5248,De-engineered user-facing workforce,Action,$5.0,1986-11-07,JP
5249,Monitored well-modulated approach,Sci-Fi|Horror,$12.56,2003-03-12,FR
5250,Distributed fault-tolerant functionalities,,$7.32,2016-01-02,US
5251,Universal 6thgeneration time-frame,Horror|Action,$8.85,2002-02-13,UK
5252,Adaptive neutral toolset,Drama|Sci-Fi|Comedy,$9.92,1996-04-08,ES
5253,Distributed cohesive matrix,Drama|Romance|Sci-Fi,$19.74,2014-04-27,US
5254,Innovative maximized model,Sci-Fi|Romance|Thriller,$7.14,2014-07-22,FR
5255,Multi-lateral national challenge,Thriller|Romance|Sci-Fi,$15.79,invalid-date,ES
5256,Organized even-keeled adapter,Romance|Action|Drama,null,1981-10-13,UK
5257,Automated local open architecture,Action,$13.14,2013-05-09,ES
5258,Integrated multi-tasking workforce,Thriller|Sci-Fi,$19.09,1998-04-16,JP
5259,Persevering full-range help-desk,Action|Horror|Sci-Fi,$10.98,1991-04-27,JP
5260,Implemented mission-critical monitoring,Drama|Thriller,$9.72,invalid-date,US
5261,Focused transitional adapter,Drama|Comedy,$7.93,1989-09-07,FR
5262,Down-sized leadingedge benchmark,Romance|Sci-Fi,$7.25,2019-01-20,UK
5263,Progressive maximized artificial intelligence,Horror|Action|Sci-Fi,$8.18,1981-10-05,UK
5264,Grass-roots optimal complexity,Comedy,$9.82,2007-04-03,JP
5265,Streamlined responsive approach,Drama,$19.26,2008-02-13,DE
5266,Reverse-engineered bi-directional secured line,Horror|Romance|Action,$5.64,2011-06-05,JP
5267,Vision-oriented solution-oriented alliance,Thriller|Comedy,$18.4,2005-01-29,DE
5268,Fully-configurable logistical synergy,,$12.45,1980-03-29,DE
5269,Synergized impactful hierarchy,Romance,$8.71,1992-11-04,DE
5270,Ergonomic 3rdgeneration utilization,Thriller|Sci-Fi,$9.61,1999-05-15,FR
5271,Cloned real-time infrastructure,Horror|Drama|Romance,$6.9,1998-07-19,DE
5272,Programmable didactic flexibility,Comedy|Drama|Sci-Fi,$12.51,2019-02-15,UK
5273,Visionary discrete parallelism,Comedy|Horror|Romance,$5.27,2015-03-10,ES
5274,Networked mission-critical success,Sci-Fi,$15.68,2013-01-19,JP
5275,Horizontal demand-driven framework,Romance|Horror,$15.55,invalid-date,JP
5276,Expanded bifurcated infrastructure,Drama,$11.79,2008-10-19,ES
5277,Open-architected upward-trending extranet,Horror,$13.06,2012-08-24,ES
5278,Profit-focused impactful productivity,Thriller,$7.59,1997-02-06,UK
5279,Profound eco-centric capacity,Thriller,$6.0,1996-04-28,DE
5280,Fundamental systematic data-warehouse,Romance|Drama|Comedy,$19.56,1984-11-06,UK
5281,Multi-lateral uniform architecture,Comedy|Thriller,$13.01,2014-01-20,UK
5282,Inverse explicit encryption,Horror,null,2002-07-23,ES
5283,Centralized bandwidth-monitored access,Thriller,$12.33,2020-11-23,JP
5284,Open-source content-based portal,Comedy,$9.41,2009-05-24,US
5285,Decentralized 3rdgeneration definition,Action,$7.97,1998-08-25,FR
5286,Optimized contextually-based orchestration,Action|Thriller,$10.77,2008-09-04,ES
5287,Optimized bi-directional data-warehouse,Action,$10.25,1997-01-18,DE
5288,Enhanced explicit contingency,Comedy|Sci-Fi|Romance,$7.64,2017-08-05,JP
5289,Public-key homogeneous contingency,Romance|Horror,null,1990-09-29,DE
5290,Synergistic systemic website,Sci-Fi|Romance,$9.51,1994-04-24,ES
5291,User-centric maximized model,Action|Romance|Sci-Fi,$5.84,1996-03-11,UK
5292,Decentralized local orchestration,Romance|Comedy,$13.93,2008-04-30,UK
5293,Function-based explicit capability,Comedy,$6.55,2017-09-05,UK
5294,Business-focused 5thgeneration moratorium,Thriller|Horror|Comedy,$15.1,2003-08-25,UK
5295,Managed full-range synergy,Action|Sci-Fi,$18.72,2011-03-26,US
5296,Cross-group leadingedge framework,Drama|Sci-Fi|Horror,$13.72,2005-07-18,DE
5297,Triple-buffered client-server project,Action|Romance,$17.46,2022-07-01,ES
5298,Upgradable 3rdgeneration attitude,Thriller|Romance,null,2004-01-29,JP
5299,Exclusive full-range hardware,Sci-Fi,$5.08,2018-04-29,FR
5300,Front-line user-facing policy,Thriller|Romance|Action,null,1985-01-31,FR
5301,Decentralized analyzing artificial intelligence,Comedy,$11.83,2018-03-20,JP
5302,Progressive regional application,Drama,$15.31,2008-12-08,ES
5303,Adaptive leadingedge algorithm,Thriller,null,2020-03-12,US
5304,Team-oriented value-added encryption,Sci-Fi|Action|Drama,$5.4,1993-11-05,DE
5305,Intuitive 3rdgeneration structure,Drama|Comedy,$18.69,1993-12-20,ES
5306,Front-line 24hour encoding,Sci-Fi,$15.92,2010-07-16,US
5307,Synergistic 24hour orchestration,Drama|Horror,$8.42,2020-09-18,US
5308,Integrated disintermediate parallelism,Horror,$10.04,2007-04-15,JP
5309,Proactive maximized emulation,Comedy,$12.3,2003-04-14,FR
5310,Intuitive zero administration workforce,Thriller|Comedy,$14.52,1987-03-22,DE
5311,Synchronized 6thgeneration framework,Action|Drama|Horror,$17.09,2001-03-22,ES
5312,Ameliorated optimizing data-warehouse,Drama|Romance,$13.95,1981-12-19,UK
5313,Triple-buffered multimedia neural-net,Thriller,$16.2,2015-10-13,DE
5314,Monitored grid-enabled neural-net,Romance,$17.65,1996-09-26,ES
5315,Synchronized systematic monitoring,Sci-Fi,$18.78,2005-03-30,UK
5316,Diverse stable core,Sci-Fi,$15.26,1982-11-04,UK
5317,Balanced homogeneous help-desk,Horror|Thriller,$15.18,1991-05-30,DE
5318,Multi-lateral even-keeled paradigm,Drama|Sci-Fi|Action,$11.61,invalid-date,FR
5319,Ergonomic hybrid artificial intelligence,,$15.97,1996-12-27,FR
5320,Programmable empowering frame,Romance,$15.58,1996-08-10,FR
5321,Re-engineered reciprocal superstructure,Comedy,$15.1,invalid-date,DE
5322,Reduced needs-based application,Thriller,$16.91,2010-04-18,UK
5323,Horizontal neutral monitoring,Action|Sci-Fi|Thriller,$7.5,1994-12-04,UK
5324,Re-contextualized global superstructure,Romance,$13.02,1995-09-26,JP
5325,Re-engineered systematic approach,Action,$14.38,1992-07-18,ES
5326,Managed multi-tasking benchmark,Thriller|Drama,$7.91,2015-05-10,DE
5327,Monitored grid-enabled challenge,Sci-Fi,$15.66,invalid-date,UK
5328,Face-to-face client-server knowledgebase,Action|Comedy,$14.95,1981-01-26,FR
5329,Implemented actuating framework,Comedy|Horror,$18.91,2021-08-07,DE
5330,Multi-layered user-facing conglomeration,Thriller|Comedy|Drama,$5.63,2014-02-13,ES
5331,Intuitive disintermediate open system,Thriller|Sci-Fi|Drama,$6.84,1981-05-31,US
5332,Centralized tangible monitoring,Thriller,$8.95,1994-07-07,DE
5333,Managed composite Internet solution,Romance|Thriller,$16.69,1985-12-09,ES
5334,Organized 5thgeneration throughput,Thriller,$13.93,2003-07-04,UK
5335,Expanded exuding contingency,Romance|Action|Drama,$5.81,1991-09-15,ES
5336,Ameliorated client-driven hardware,Romance|Horror|Drama,$9.08,1986-12-21,DE
5337,Extended neutral flexibility,Action|Thriller|Drama,$11.77,1998-10-21,US
5338,Ergonomic contextually-based superstructure,Horror,$8.11,1980-08-12,JP
5339,User-friendly fault-tolerant infrastructure,Thriller,$6.37,1985-12-30,FR
5340,Customizable empowering initiative,Horror|Romance,$5.15,2019-05-06,ES
5341,Virtual high-level alliance,Thriller|Horror|Romance,$11.24,1988-02-19,UK
5342,Reduced uniform algorithm,Sci-Fi|Romance,$6.38,1984-06-30,ES
5343,Inverse systematic groupware,Horror|Action|Thriller,$17.38,2001-09-30,ES
5344,Triple-buffered multi-tasking process improvement,Romance,$17.69,2016-04-17,DE
5345,Proactive content-based workforce,Romance,$19.62,1983-06-12,FR
5346,Synergized analyzing initiative,Action|Thriller|Romance,$16.23,1996-08-11,ES
